month,session,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,OUT,64,25,39,-89.99999999996646,-1.406249999999476,0.390625
2025-01,W1,3,1,2,-7.999999999998408,-2.6666666666661363,0.3333333333333333
2025-01,W2,4,1,3,-17.99999999999784,-4.49999999999946,0.25
2025-02,OUT,37,17,20,4.000000000019099,0.10810810810862431,0.4594594594594595
2025-02,W1,7,2,5,-25.99999999999625,-3.7142857142851784,0.2857142857142857
2025-02,W2,9,4,5,-1.9999999999953388,-0.22222222222170432,0.4444444444444444
2025-03,OUT,67,25,42,-119.99999999996476,-1.791044776118877,0.373134328358209
2025-03,W2,1,0,1,-9.999999999999432,-9.999999999999432,0.0
2025-04,OUT,30,5,25,-189.99999999998352,-6.333333333332784,0.16666666666666666
2025-04,W1,6,2,4,-15.999999999996817,-2.6666666666661363,0.3333333333333333
2025-04,W2,4,1,3,-17.99999999999784,-4.49999999999946,0.25
2025-05,OUT,58,25,33,-29.999999999969873,-0.5172413793098254,0.43103448275862066
2025-05,W1,4,3,1,26.000000000001933,6.500000000000483,0.75
2025-06,OUT,81,37,44,4.000000000041837,0.04938271604989922,0.4567901234567901
2025-06,W1,1,0,1,-9.999999999999432,-9.999999999999432,0.0
2025-06,W2,7,4,3,18.000000000003524,2.5714285714290748,0.5714285714285714
2025-07,OUT,88,39,49,-21.99999999995441,-0.24999999999948194,0.4431818181818182
2025-07,W1,3,2,1,14.000000000001478,4.666666666667159,0.6666666666666666
2025-07,W2,8,3,5,-13.999999999995794,-1.7499999999994742,0.375
2025-08,OUT,48,13,35,-193.9999999999742,-4.041666666666129,0.2708333333333333
2025-08,W1,12,7,5,34.000000000006025,2.8333333333338353,0.5833333333333334
2025-09,OUT,66,29,37,-21.99999999996578,-0.33333333333281484,0.4393939393939394
2025-09,W1,12,6,6,12.000000000006139,1.0000000000005116,0.5
2025-09,W2,1,1,0,12.000000000000455,12.000000000000455,1.0
2025-10,OUT,66,22,44,-175.99999999996498,-2.6666666666661363,0.3333333333333333
2025-11,OUT,59,21,38,-127.99999999996885,-2.169491525423201,0.3559322033898305
2025-11,W1,5,2,3,-5.999999999997385,-1.199999999999477,0.4
2025-11,W2,8,2,6,-35.99999999999568,-4.49999999999946,0.25
2025-12,OUT,11,3,8,-43.99999999999409,-3.9999999999994627,0.2727272727272727
2025-12,W1,4,2,2,4.000000000002046,1.0000000000005116,0.5
2025-12,W2,1,1,0,12.000000000000455,12.000000000000455,1.0
