month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,120,57,63,54.00000000006173,0.45000000000051443,0.475
2025-02,77,31,46,-87.99999999995975,-1.14285714285662,0.4025974025974026
2025-03,99,43,56,-43.99999999994861,-0.4444444444439254,0.43434343434343436
2025-04,84,29,55,-201.99999999995555,-2.4047619047613757,0.34523809523809523
2025-05,109,44,65,-121.99999999994304,-1.119266055045349,0.4036697247706422
2025-06,92,38,54,-83.99999999995202,-0.913043478260348,0.41304347826086957
2025-07,85,35,50,-79.99999999995566,-0.9411764705877137,0.4117647058823529
2025-08,103,47,56,4.000000000053205,0.038834951456827235,0.4563106796116505
2025-09,85,35,50,-79.99999999995566,-0.9411764705877137,0.4117647058823529
2025-10,105,48,57,6.000000000054229,0.0571428571433736,0.45714285714285713
2025-11,85,37,48,-35.99999999995589,-0.42352941176418696,0.43529411764705883
2025-12,41,20,21,30.000000000021032,0.7317073170736837,0.4878048780487805
