month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2024-01,89,36,53,-97.9999999999535,-1.1011235955050955,0.4044943820224719
2024-02,73,26,47,-157.99999999996146,-2.164383561643308,0.3561643835616438
2024-03,78,31,47,-97.99999999995919,-1.2564102564097333,0.3974358974358974
2024-04,112,53,59,46.00000000005764,0.41071428571480034,0.4732142857142857
2024-05,82,34,48,-71.99999999995725,-0.8780487804872836,0.4146341463414634
2024-06,100,45,55,-9.999999999948272,-0.09999999999948272,0.45
2024-07,58,20,38,-139.9999999999693,-2.4137931034477464,0.3448275862068966
2024-08,78,33,45,-53.999999999959414,-0.6923076923071719,0.4230769230769231
2024-09,77,33,44,-43.99999999995998,-0.5714285714280517,0.42857142857142855
2024-10,133,58,75,-53.99999999993099,-0.40601503759346613,0.43609022556390975
2024-11,71,33,38,16.000000000036607,0.22535211267657193,0.4647887323943662
2024-12,77,27,50,-175.9999999999593,-2.285714285713757,0.35064935064935066
