month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,18,6,12,-47.99999999999045,-2.6666666666661363,0.3333333333333333
2025-02,19,5,14,-79.99999999998977,-4.210526315788935,0.2631578947368421
2025-03,28,8,20,-103.999999999985,-3.7142857142851784,0.2857142857142857
2025-04,20,5,15,-89.9999999999892,-4.49999999999946,0.25
2025-05,34,13,21,-53.99999999998215,-1.588235294117122,0.38235294117647056
2025-06,36,16,20,-7.999999999981355,-0.22222222222170432,0.4444444444444444
2025-07,48,22,26,4.000000000024784,0.08333333333384967,0.4583333333333333
2025-08,27,12,15,-5.9999999999860165,-0.22222222222170432,0.4444444444444444
2025-09,34,15,19,-9.999999999982379,-0.29411764705830523,0.4411764705882353
2025-10,48,22,26,4.000000000024784,0.08333333333384967,0.4583333333333333
2025-11,31,16,15,42.0000000000158,1.354838709677929,0.5161290322580645
2025-12,15,8,7,26.000000000007617,1.7333333333338412,0.5333333333333333
