month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2024-01,37,19,18,48.00000000001887,1.2972972972978074,0.5135135135135135
2024-02,23,5,18,-119.9999999999875,-5.217391304347283,0.21739130434782608
2024-03,20,7,13,-45.99999999998943,-2.2999999999994714,0.35
2024-04,32,14,18,-11.999999999983402,-0.3749999999994813,0.4375
2024-05,18,8,10,-3.9999999999906777,-0.22222222222170432,0.4444444444444444
2024-06,32,11,21,-77.99999999998306,-2.4374999999994706,0.34375
2024-07,13,4,9,-41.999999999993065,-3.2307692307686975,0.3076923076923077
2024-08,20,10,10,20.000000000010232,1.0000000000005116,0.5
2024-09,21,6,15,-77.99999999998875,-3.7142857142851784,0.2857142857142857
2024-10,43,18,25,-33.999999999977604,-0.7906976744180838,0.4186046511627907
2024-11,13,3,10,-63.99999999999295,-4.923076923076381,0.23076923076923078
2024-12,32,15,17,10.000000000016485,0.31250000000051514,0.46875
