month,session,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2024-01,W1,19,8,11,-13.99999999999011,-0.7368421052626374,0.42105263157894735
2024-01,W2,20,11,9,42.00000000001012,2.100000000000506,0.55
2024-02,W1,16,5,11,-49.99999999999147,-3.124999999999467,0.3125
2024-02,W2,12,2,10,-75.9999999999934,-6.333333333332784,0.16666666666666666
2024-03,W1,11,2,9,-65.99999999999397,-5.999999999999452,0.18181818181818182
2024-03,W2,12,6,6,12.000000000006139,1.0000000000005116,0.5
2024-04,W1,11,3,8,-43.99999999999409,-3.9999999999994627,0.2727272727272727
2024-04,W2,22,11,11,22.000000000011255,1.0000000000005116,0.5
2024-05,W1,6,2,4,-15.999999999996817,-2.6666666666661363,0.3333333333333333
2024-05,W2,13,6,7,2.0000000000067075,0.1538461538466698,0.46153846153846156
2024-06,W1,17,2,15,-125.99999999999056,-7.411764705881798,0.11764705882352941
2024-06,W2,20,10,10,20.000000000010232,1.0000000000005116,0.5
2024-07,W1,4,2,2,4.000000000002046,1.0000000000005116,0.5
2024-07,W2,9,2,7,-45.99999999999511,-5.111111111110568,0.2222222222222222
2024-08,W1,11,5,6,5.6843418860808015e-12,5.167583532800729e-13,0.45454545454545453
2024-08,W2,11,5,6,5.6843418860808015e-12,5.167583532800729e-13,0.45454545454545453
2024-09,OUT,1,1,0,12.000000000000455,12.000000000000455,1.0
2024-09,W1,13,6,7,2.0000000000067075,0.1538461538466698,0.46153846153846156
2024-09,W2,15,3,12,-83.99999999999181,-5.599999999999454,0.2
2024-10,W1,23,9,14,-31.99999999998795,-1.3913043478255631,0.391304347826087
2024-10,W2,26,11,15,-17.99999999998647,-0.6923076923071719,0.4230769230769231
2024-11,W1,11,3,8,-43.99999999999409,-3.9999999999994627,0.2727272727272727
2024-11,W2,5,1,4,-27.99999999999727,-5.599999999999454,0.2
2024-12,W1,19,8,11,-13.99999999999011,-0.7368421052626374,0.42105263157894735
2024-12,W2,17,8,9,6.000000000008754,0.3529411764711032,0.47058823529411764
