month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,58,29,29,58.00000000002967,1.0000000000005116,0.5
2025-02,50,18,32,-103.99999999997362,-2.0799999999994725,0.36
2025-03,45,18,27,-53.99999999997647,-1.199999999999477,0.4
2025-04,59,23,36,-83.99999999996908,-1.423728813558798,0.3898305084745763
2025-05,63,30,33,30.0000000000324,0.4761904761909905,0.47619047619047616
2025-06,53,31,22,152.0000000000266,2.867924528302389,0.5849056603773585
2025-07,49,19,30,-71.9999999999743,-1.4693877551015164,0.3877551020408163
2025-08,45,20,25,-9.999999999976694,-0.22222222222170432,0.4444444444444444
2025-09,48,22,26,4.000000000024784,0.08333333333384967,0.4583333333333333
2025-10,55,23,32,-43.99999999997135,-0.7999999999994791,0.41818181818181815
2025-11,41,16,25,-57.99999999997851,-1.4146341463409393,0.3902439024390244
2025-12,16,8,8,16.000000000008185,1.0000000000005116,0.5
