month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,17,8,9,6.000000000008754,0.3529411764711032,0.47058823529411764
2025-02,20,9,11,-1.9999999999896545,-0.09999999999948272,0.45
2025-03,19,9,10,8.000000000009777,0.42105263157946193,0.47368421052631576
2025-04,16,4,12,-71.99999999999136,-4.49999999999946,0.25
2025-05,24,12,12,24.000000000012278,1.0000000000005116,0.5
2025-06,26,16,10,92.00000000001296,3.538461538462037,0.6153846153846154
2025-07,39,17,22,-15.999999999979764,-0.4102564102558914,0.4358974358974359
2025-08,16,7,9,-5.999999999991701,-0.3749999999994813,0.4375
2025-09,28,13,15,6.000000000014438,0.21428571428622994,0.4642857142857143
2025-10,36,14,22,-51.99999999998113,-1.4444444444439202,0.3888888888888889
2025-11,23,9,14,-31.99999999998795,-1.3913043478255631,0.391304347826087
2025-12,9,6,3,42.000000000004434,4.666666666667159,0.6666666666666666
