month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2024-01,105,49,56,28.000000000054115,0.26666666666718203,0.4666666666666667
2024-02,71,25,46,-159.99999999996248,-2.253521126760035,0.352112676056338
2024-03,79,32,47,-85.99999999995873,-1.0886075949361864,0.4050632911392405
2024-04,66,29,37,-21.99999999996578,-0.33333333333281484,0.4393939393939394
2024-05,91,44,47,58.000000000046725,0.6373626373631508,0.4835164835164835
2024-06,67,26,41,-97.99999999996487,-1.4626865671636549,0.3880597014925373
2024-07,96,37,59,-145.99999999994964,-1.5208333333328088,0.3854166666666667
2024-08,90,34,56,-151.9999999999527,-1.6888888888883633,0.37777777777777777
2024-09,98,44,54,-11.999999999949296,-0.12244897959131934,0.4489795918367347
2024-10,96,38,58,-123.99999999994975,-1.2916666666661432,0.3958333333333333
2024-11,81,25,56,-259.9999999999568,-3.2098765432093432,0.30864197530864196
2024-12,94,47,47,94.00000000004809,1.0000000000005116,0.5
