month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,36,16,20,-7.999999999981355,-0.22222222222170432,0.4444444444444444
2025-02,34,11,23,-97.99999999998192,-2.882352941175939,0.3235294117647059
2025-03,40,12,28,-135.99999999997863,-3.3999999999994657,0.3
2025-04,28,9,19,-81.9999999999851,-2.928571428570897,0.32142857142857145
2025-05,42,16,26,-67.99999999997794,-1.619047619047094,0.38095238095238093
2025-06,51,20,31,-69.99999999997328,-1.3725490196073193,0.39215686274509803
2025-07,71,32,39,-5.999999999963279,-0.08450704225300393,0.4507042253521127
2025-08,47,20,27,-29.999999999975557,-0.6382978723399054,0.425531914893617
2025-09,49,21,28,-27.999999999974534,-0.5714285714280517,0.42857142857142855
2025-10,66,32,34,44.00000000003388,0.66666666666718,0.48484848484848486
2025-11,60,27,33,-5.9999999999689635,-0.09999999999948272,0.45
2025-12,26,13,13,26.0000000000133,1.0000000000005116,0.5
