side,entry_time,exit_time,entry_price,exit_price,pnl_pips,exit_reason,session,month
buy,2025-01-06 08:06:10+00:00,2025-01-06 10:26:10+00:00,157.688,157.808,12.000000000000455,tp,W1,2025-01
buy,2025-01-06 10:26:20+00:00,2025-01-06 11:14:20+00:00,157.84099999999998,157.74099999999999,-9.999999999999432,sl,W1,2025-01
buy,2025-01-07 10:15:10+00:00,2025-01-07 11:10:00+00:00,157.666,157.786,12.000000000000455,tp,W1,2025-01
buy,2025-01-08 08:01:10+00:00,2025-01-08 08:34:40+00:00,158.148,158.268,12.000000000000455,tp,W1,2025-01
buy,2025-01-08 08:35:10+00:00,2025-01-08 08:43:00+00:00,158.26999999999998,158.17,-9.999999999999432,sl,W1,2025-01
buy,2025-01-08 08:49:10+00:00,2025-01-08 09:05:00+00:00,158.231,158.131,-9.999999999999432,sl,W1,2025-01
buy,2025-01-09 09:25:10+00:00,2025-01-09 09:36:10+00:00,158.111,158.011,-9.999999999999432,sl,W1,2025-01
buy,2025-01-09 09:43:10+00:00,2025-01-09 10:21:30+00:00,158.09199999999998,157.992,-9.999999999999432,sl,W1,2025-01
buy,2025-01-20 09:03:10+00:00,2025-01-20 09:34:00+00:00,156.206,156.326,12.000000000000455,tp,W1,2025-01
buy,2025-01-20 09:34:10+00:00,2025-01-20 10:12:10+00:00,156.338,156.238,-9.999999999999432,sl,W1,2025-01
buy,2025-01-20 10:21:10+00:00,2025-01-20 11:06:20+00:00,156.301,156.421,12.000000000000455,tp,W1,2025-01
buy,2025-01-22 08:01:10+00:00,2025-01-22 08:06:00+00:00,156.10899999999998,156.009,-9.999999999999432,sl,W1,2025-01
buy,2025-01-22 08:44:10+00:00,2025-01-22 09:04:10+00:00,155.653,155.773,12.000000000000455,tp,W1,2025-01
buy,2025-01-23 08:25:10+00:00,2025-01-23 09:04:40+00:00,156.505,156.405,-9.999999999999432,sl,W1,2025-01
buy,2025-01-23 09:19:10+00:00,2025-01-23 09:54:00+00:00,156.504,156.404,-9.999999999999432,sl,W1,2025-01
buy,2025-01-28 08:24:10+00:00,2025-01-28 08:27:00+00:00,155.72899999999998,155.629,-9.999999999999432,sl,W1,2025-01
buy,2025-01-28 08:33:10+00:00,2025-01-28 08:34:50+00:00,155.743,155.643,-9.999999999999432,sl,W1,2025-01
buy,2025-01-31 10:02:10+00:00,2025-01-31 11:07:00+00:00,154.732,154.632,-9.999999999999432,sl,W1,2025-01
buy,2025-02-03 08:01:10+00:00,2025-02-03 08:10:40+00:00,155.67399999999998,155.57399999999998,-9.999999999999432,sl,W1,2025-02
buy,2025-02-03 08:19:10+00:00,2025-02-03 08:22:50+00:00,155.67399999999998,155.57399999999998,-9.999999999999432,sl,W1,2025-02
buy,2025-02-04 08:02:10+00:00,2025-02-04 08:29:30+00:00,155.44199999999998,155.34199999999998,-9.999999999999432,sl,W1,2025-02
buy,2025-02-04 09:02:10+00:00,2025-02-04 09:05:50+00:00,155.31699999999998,155.21699999999998,-9.999999999999432,sl,W1,2025-02
buy,2025-02-10 08:10:10+00:00,2025-02-10 08:15:40+00:00,152.233,152.353,12.000000000000455,tp,W1,2025-02
buy,2025-02-10 08:16:10+00:00,2025-02-10 08:31:30+00:00,152.35899999999998,152.47899999999998,12.000000000000455,tp,W1,2025-02
buy,2025-02-10 08:32:10+00:00,2025-02-10 08:40:50+00:00,152.487,152.387,-9.999999999999432,sl,W1,2025-02
buy,2025-02-10 08:51:10+00:00,2025-02-10 09:01:40+00:00,152.409,152.309,-9.999999999999432,sl,W1,2025-02
buy,2025-02-12 08:00:10+00:00,2025-02-12 08:01:00+00:00,153.69199999999998,153.81199999999998,12.000000000000455,tp,W1,2025-02
buy,2025-02-12 08:01:10+00:00,2025-02-12 08:06:40+00:00,153.863,153.763,-9.999999999999432,sl,W1,2025-02
buy,2025-02-12 08:45:10+00:00,2025-02-12 08:56:40+00:00,153.60999999999999,153.51,-9.999999999999432,sl,W1,2025-02
buy,2025-02-13 09:18:10+00:00,2025-02-13 10:20:50+00:00,153.981,153.881,-9.999999999999432,sl,W1,2025-02
buy,2025-02-18 08:00:10+00:00,2025-02-18 08:10:40+00:00,152.081,151.981,-9.999999999999432,sl,W1,2025-02
buy,2025-02-18 08:29:10+00:00,2025-02-18 08:37:20+00:00,151.98,151.88,-9.999999999999432,sl,W1,2025-02
buy,2025-02-27 10:11:10+00:00,2025-02-27 11:32:20+00:00,149.879,149.779,-9.999999999999432,sl,W1,2025-02
buy,2025-02-28 08:16:10+00:00,2025-02-28 08:26:00+00:00,150.39,150.51,12.000000000000455,tp,W1,2025-02
buy,2025-02-28 08:26:10+00:00,2025-02-28 08:31:10+00:00,150.507,150.627,12.000000000000455,tp,W1,2025-02
buy,2025-02-28 08:32:10+00:00,2025-02-28 08:41:30+00:00,150.661,150.561,-9.999999999999432,sl,W1,2025-02
buy,2025-02-28 08:46:10+00:00,2025-02-28 08:50:50+00:00,150.65099999999998,150.551,-9.999999999999432,sl,W1,2025-02
buy,2025-03-03 08:08:10+00:00,2025-03-03 08:18:30+00:00,150.19799999999998,150.09799999999998,-9.999999999999432,sl,W1,2025-03
buy,2025-03-03 08:43:10+00:00,2025-03-03 08:53:10+00:00,150.155,150.055,-9.999999999999432,sl,W1,2025-03
buy,2025-03-12 08:00:10+00:00,2025-03-12 08:05:30+00:00,148.628,148.528,-9.999999999999432,sl,W1,2025-03
buy,2025-03-12 08:41:10+00:00,2025-03-12 08:51:10+00:00,148.386,148.286,-9.999999999999432,sl,W1,2025-03
buy,2025-03-14 08:21:10+00:00,2025-03-14 08:56:20+00:00,148.773,148.893,12.000000000000455,tp,W1,2025-03
buy,2025-03-14 08:56:30+00:00,2025-03-14 10:22:20+00:00,148.90599999999998,148.80599999999998,-9.999999999999432,sl,W1,2025-03
buy,2025-03-14 10:48:10+00:00,2025-03-14 11:19:30+00:00,148.74099999999999,148.641,-9.999999999999432,sl,W1,2025-03
buy,2025-03-17 08:10:10+00:00,2025-03-17 08:13:10+00:00,148.868,148.768,-9.999999999999432,sl,W1,2025-03
buy,2025-03-17 08:22:10+00:00,2025-03-17 08:31:20+00:00,148.926,148.826,-9.999999999999432,sl,W1,2025-03
buy,2025-03-18 08:01:10+00:00,2025-03-18 08:36:50+00:00,149.85899999999998,149.759,-9.999999999999432,sl,W1,2025-03
buy,2025-03-18 09:01:10+00:00,2025-03-18 10:11:40+00:00,149.777,149.677,-9.999999999999432,sl,W1,2025-03
buy,2025-03-19 09:09:10+00:00,2025-03-19 09:14:00+00:00,149.68699999999998,149.587,-9.999999999999432,sl,W1,2025-03
buy,2025-03-19 09:20:10+00:00,2025-03-19 09:32:00+00:00,149.642,149.762,12.000000000000455,tp,W1,2025-03
buy,2025-03-19 09:32:10+00:00,2025-03-19 10:25:10+00:00,149.784,149.684,-9.999999999999432,sl,W1,2025-03
buy,2025-03-19 10:30:10+00:00,2025-03-19 11:14:00+00:00,149.751,149.871,12.000000000000455,tp,W1,2025-03
buy,2025-03-21 08:01:10+00:00,2025-03-21 08:56:20+00:00,149.357,149.477,12.000000000000455,tp,W1,2025-03
buy,2025-03-21 08:56:30+00:00,2025-03-21 09:07:20+00:00,149.481,149.381,-9.999999999999432,sl,W1,2025-03
buy,2025-03-21 09:14:10+00:00,2025-03-21 09:19:00+00:00,149.41199999999998,149.31199999999998,-9.999999999999432,sl,W1,2025-03
buy,2025-03-24 08:05:10+00:00,2025-03-24 08:33:20+00:00,149.725,149.625,-9.999999999999432,sl,W1,2025-03
buy,2025-03-24 08:56:10+00:00,2025-03-24 10:30:00+00:00,149.613,149.513,-9.999999999999432,sl,W1,2025-03
buy,2025-03-25 08:01:10+00:00,2025-03-25 08:11:30+00:00,150.765,150.665,-9.999999999999432,sl,W1,2025-03
buy,2025-03-25 08:44:10+00:00,2025-03-25 09:49:20+00:00,150.612,150.512,-9.999999999999432,sl,W1,2025-03
buy,2025-03-26 08:29:10+00:00,2025-03-26 08:47:20+00:00,150.22899999999998,150.129,-9.999999999999432,sl,W1,2025-03
buy,2025-03-26 09:28:10+00:00,2025-03-26 10:45:10+00:00,150.096,150.216,12.000000000000455,tp,W1,2025-03
buy,2025-03-26 10:45:20+00:00,2025-03-26 12:26:50+00:00,150.227,150.127,-9.999999999999432,sl,W1,2025-03
