month,session,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2024-01,W1,52,22,30,-35.99999999997294,-0.6923076923071719,0.4230769230769231
2024-02,W1,25,11,14,-7.99999999998704,-0.3199999999994816,0.44
2024-03,W1,40,17,23,-25.999999999979195,-0.6499999999994799,0.425
2024-04,W1,24,12,12,24.000000000012278,1.0000000000005116,0.5
2024-05,W1,28,11,17,-37.999999999985334,-1.3571428571423334,0.39285714285714285
2024-06,W1,37,12,25,-105.99999999998033,-2.8648648648643333,0.32432432432432434
2024-07,W1,14,4,10,-51.9999999999925,-3.7142857142851784,0.2857142857142857
2024-08,W1,25,9,16,-51.99999999998681,-2.0799999999994725,0.36
2024-09,W1,33,13,20,-43.99999999998272,-1.3333333333328097,0.3939393939393939
2024-10,W1,52,20,32,-79.99999999997272,-1.5384615384610139,0.38461538461538464
2024-11,W1,28,13,15,6.000000000014438,0.21428571428622994,0.4642857142857143
2024-12,W1,41,19,22,8.000000000021146,0.19512195122002796,0.4634146341463415
