month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,63,28,35,-13.999999999967372,-0.22222222222170432,0.4444444444444444
2025-02,81,28,53,-193.99999999995714,-2.395061728394533,0.345679012345679
2025-03,96,36,60,-167.99999999994952,-1.7499999999994742,0.375
2025-04,88,37,51,-65.99999999995418,-0.7499999999994794,0.42045454545454547
2025-05,117,50,67,-69.99999999993918,-0.5982905982900785,0.42735042735042733
2025-06,103,42,61,-105.99999999994623,-1.029126213591711,0.4077669902912621
2025-07,130,59,71,-1.999999999932811,-0.015384615384098547,0.45384615384615384
2025-08,60,22,38,-115.9999999999684,-1.9333333333328067,0.36666666666666664
2025-09,76,30,46,-99.99999999996021,-1.315789473683687,0.39473684210526316
2025-10,104,44,60,-71.99999999994589,-0.6923076923071719,0.4230769230769231
2025-11,77,34,43,-21.999999999960096,-0.2857142857137675,0.44155844155844154
2025-12,35,16,19,2.000000000018076,0.0571428571433736,0.45714285714285713
