month,session,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,W1,85,39,46,8.000000000043883,0.0941176470593398,0.4588235294117647
2025-02,W1,67,29,38,-31.999999999965212,-0.47761194029798826,0.43283582089552236
2025-03,W1,75,34,41,-1.9999999999612328,-0.02666666666614977,0.4533333333333333
2025-04,W1,75,26,49,-177.99999999996032,-2.373333333332804,0.3466666666666667
2025-05,W1,83,35,48,-59.9999999999568,-0.7228915662645398,0.42168674698795183
2025-06,W1,69,33,36,36.00000000003547,0.5217391304352966,0.4782608695652174
2025-07,W1,68,27,41,-85.99999999996442,-1.264705882352418,0.39705882352941174
2025-08,W1,67,33,34,56.00000000003433,0.8358208955229005,0.4925373134328358
2025-09,W1,58,25,33,-29.999999999969873,-0.5172413793098254,0.43103448275862066
2025-10,W1,80,37,43,14.000000000041268,0.17500000000051585,0.4625
2025-11,W1,58,26,32,-7.999999999969987,-0.13793103448224114,0.4482758620689655
2025-12,W1,28,14,14,28.000000000014325,1.0000000000005116,0.5
