month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,20,6,14,-67.99999999998931,-3.3999999999994657,0.3
2025-02,19,4,15,-101.99999999998965,-5.368421052631034,0.21052631578947367
2025-03,29,11,18,-47.999999999984766,-1.655172413792578,0.3793103448275862
2025-04,18,4,14,-91.99999999999022,-5.111111111110568,0.2222222222222222
2025-05,31,11,20,-67.99999999998363,-2.193548387096246,0.3548387096774194
2025-06,30,14,16,8.000000000015461,0.26666666666718203,0.4666666666666667
2025-07,44,25,19,110.00000000002217,2.500000000000504,0.5681818181818182
2025-08,24,11,13,2.000000000012392,0.08333333333384967,0.4583333333333333
2025-09,31,17,14,64.00000000001569,2.0645161290327643,0.5483870967741935
2025-10,41,19,22,8.000000000021146,0.19512195122002796,0.4634146341463415
2025-11,28,14,14,28.000000000014325,1.0000000000005116,0.5
2025-12,15,8,7,26.000000000007617,1.7333333333338412,0.5333333333333333
