month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2024-01,82,37,45,-5.999999999957595,-0.07317073170679994,0.45121951219512196
2024-02,52,19,33,-101.9999999999726,-1.9615384615379345,0.36538461538461536
2024-03,51,17,34,-135.99999999997294,-2.6666666666661363,0.3333333333333333
2024-04,55,22,33,-65.99999999997124,-1.199999999999477,0.4
2024-05,61,26,35,-37.99999999996828,-0.6229508196716111,0.4262295081967213
2024-06,60,20,40,-159.99999999996817,-2.6666666666661363,0.3333333333333333
2024-07,37,11,26,-127.99999999998022,-3.459459459458925,0.2972972972972973
2024-08,56,19,37,-141.99999999997033,-2.535714285713756,0.3392857142857143
2024-09,65,29,36,-11.999999999966349,-0.1846153846148669,0.4461538461538462
2024-10,85,34,51,-101.99999999995555,-1.199999999999477,0.4
2024-11,44,16,28,-87.99999999997681,-1.9999999999994729,0.36363636363636365
2024-12,69,31,38,-7.999999999964302,-0.11594202898498988,0.4492753623188406
