month,session,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,W2,23,10,13,-9.999999999988063,-0.4347826086951332,0.43478260869565216
2025-02,W2,23,8,15,-53.999999999987836,-2.347826086955993,0.34782608695652173
2025-03,OUT,1,1,0,12.000000000000455,12.000000000000455,1.0
2025-03,W2,35,15,20,-19.99999999998181,-0.5714285714280517,0.42857142857142855
2025-04,W2,23,10,13,-9.999999999988063,-0.4347826086951332,0.43478260869565216
2025-05,W2,29,16,13,62.000000000014666,2.1379310344832643,0.5517241379310345
2025-06,W2,31,13,18,-23.999999999983856,-0.7741935483865761,0.41935483870967744
2025-07,W2,47,16,31,-117.9999999999751,-2.5106382978718105,0.3404255319148936
2025-08,W2,21,8,13,-33.99999999998897,-1.619047619047094,0.38095238095238093
2025-09,W2,25,6,19,-117.99999999998647,-4.719999999999459,0.24
2025-10,W2,37,14,23,-61.99999999998056,-1.6756756756751503,0.3783783783783784
2025-11,W2,34,13,21,-53.99999999998215,-1.588235294117122,0.38235294117647056
2025-12,W2,18,9,9,18.00000000000921,1.0000000000005116,0.5
