month,session,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,OUT,32,11,21,-77.99999999998306,-2.4374999999994706,0.34375
2025-01,W1,6,2,4,-15.999999999996817,-2.6666666666661363,0.3333333333333333
2025-01,W2,3,1,2,-7.999999999998408,-2.6666666666661363,0.3333333333333333
2025-02,OUT,21,7,14,-55.99999999998886,-2.6666666666661363,0.3333333333333333
2025-02,W1,4,1,3,-17.99999999999784,-4.49999999999946,0.25
2025-02,W2,2,1,1,2.000000000001023,1.0000000000005116,0.5
2025-03,OUT,41,18,23,-13.99999999997874,-0.34146341463362784,0.43902439024390244
2025-03,W1,3,1,2,-7.999999999998408,-2.6666666666661363,0.3333333333333333
2025-03,W2,7,3,4,-3.999999999996362,-0.5714285714280517,0.42857142857142855
2025-04,OUT,32,10,22,-99.99999999998295,-3.124999999999467,0.3125
2025-04,W1,2,1,1,2.000000000001023,1.0000000000005116,0.5
2025-04,W2,4,1,3,-17.99999999999784,-4.49999999999946,0.25
2025-05,OUT,42,16,26,-67.99999999997794,-1.619047619047094,0.38095238095238093
2025-05,W1,8,5,3,30.00000000000398,3.7500000000004974,0.625
2025-05,W2,4,2,2,4.000000000002046,1.0000000000005116,0.5
2025-06,OUT,58,23,35,-73.99999999996965,-1.275862068964994,0.39655172413793105
2025-06,W1,6,5,1,50.00000000000284,8.333333333333806,0.8333333333333334
2025-06,W2,3,2,1,14.000000000001478,4.666666666667159,0.6666666666666666
2025-07,OUT,49,17,32,-115.99999999997408,-2.3673469387749813,0.3469387755102041
2025-07,W1,7,4,3,18.000000000003524,2.5714285714290748,0.5714285714285714
2025-07,W2,11,3,8,-43.99999999999409,-3.9999999999994627,0.2727272727272727
2025-08,OUT,31,10,21,-89.99999999998352,-2.903225806451081,0.3225806451612903
2025-08,W1,6,4,2,28.000000000002956,4.666666666667159,0.6666666666666666
2025-08,W2,2,0,2,-19.999999999998863,-9.999999999999432,0.0
2025-09,OUT,37,16,21,-17.999999999980787,-0.4864864864859672,0.43243243243243246
2025-09,W1,12,7,5,34.000000000006025,2.8333333333338353,0.5833333333333334
2025-09,W2,8,4,4,8.000000000004093,1.0000000000005116,0.5
2025-10,OUT,56,23,33,-53.99999999997078,-0.9642857142851925,0.4107142857142857
2025-10,W1,11,8,3,66.00000000000534,6.000000000000486,0.7272727272727273
2025-10,W2,8,2,6,-35.99999999999568,-4.49999999999946,0.25
2025-11,OUT,39,13,26,-103.99999999997931,-2.6666666666661363,0.3333333333333333
2025-11,W1,5,0,5,-49.99999999999716,-9.999999999999432,0.0
2025-11,W2,5,2,3,-5.999999999997385,-1.199999999999477,0.4
2025-12,OUT,13,6,7,2.0000000000067075,0.1538461538466698,0.46153846153846156
2025-12,W1,4,4,0,48.00000000000182,12.000000000000455,1.0
2025-12,W2,4,1,3,-17.99999999999784,-4.49999999999946,0.25
