month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2025-01,41,14,27,-101.99999999997829,-2.4878048780482507,0.34146341463414637
2025-02,27,9,18,-71.99999999998568,-2.6666666666661363,0.3333333333333333
2025-03,51,22,29,-25.99999999997351,-0.509803921568108,0.43137254901960786
2025-04,38,12,26,-115.99999999997976,-3.0526315789468357,0.3157894736842105
2025-05,54,23,31,-33.99999999997192,-0.6296296296291096,0.42592592592592593
2025-06,67,30,37,-9.999999999965326,-0.14925373134276607,0.44776119402985076
2025-07,67,24,43,-141.99999999996464,-2.119402985074099,0.3582089552238806
2025-08,39,14,25,-81.99999999997942,-2.102564102563575,0.358974358974359
2025-09,57,27,30,24.00000000002933,0.42105263157946193,0.47368421052631576
2025-10,75,33,42,-23.99999999996112,-0.3199999999994816,0.44
2025-11,49,15,34,-159.99999999997385,-3.265306122448446,0.30612244897959184
2025-12,21,11,10,32.00000000001069,1.5238095238100327,0.5238095238095238
