month,trades,wins,losses,sum_pnl_pips,avg_pnl_pips,winrate
2024-01,68,26,42,-107.9999999999643,-1.588235294117122,0.38235294117647056
2024-02,52,20,32,-79.99999999997272,-1.5384615384610139,0.38461538461538464
2024-03,55,21,34,-87.99999999997112,-1.599999999999475,0.38181818181818183
2024-04,67,32,35,34.00000000003445,0.5074626865676783,0.47761194029850745
2024-05,57,26,31,2.000000000029445,0.03508771929876219,0.45614035087719296
2024-06,50,16,34,-147.9999999999734,-2.959999999999468,0.32
2024-07,35,11,24,-107.99999999998136,-3.085714285713753,0.3142857142857143
2024-08,43,13,30,-143.99999999997704,-3.3488372093017915,0.3023255813953488
2024-09,55,24,31,-21.999999999971465,-0.39999999999948116,0.43636363636363634
2024-10,80,34,46,-51.99999999995839,-0.6499999999994799,0.425
2024-11,31,11,20,-67.99999999998363,-2.193548387096246,0.3548387096774194
2024-12,77,34,43,-21.999999999960096,-0.2857142857137675,0.44155844155844154
